Method,System,Diag. iter. index,Diag. iter. time (s),Preconditioning time (s)
NP,Vitamin $B_{12}$,168,0.878979,0.657923
NP,Vitamin $B_{12}$,169,0.880216,0.658870
NP,Vitamin $B_{12}$,170,0.880512,0.658757
NP,Vitamin $B_{12}$,171,0.879250,0.658223
NP,Vitamin $B_{12}$,172,0.879469,0.657738
NP,Vitamin $B_{12}$,173,0.878033,0.658246
NP,Vitamin $B_{12}$,174,0.880310,0.658035
NP,Vitamin $B_{12}$,175,0.880043,0.659034
NP,Vitamin $B_{12}$,176,0.880435,0.657728
NP,Vitamin $B_{12}$,177,0.881793,0.659888
NP,Vitamin $B_{12}$,178,0.879877,0.658076
NP,Vitamin $B_{12}$,179,0.880500,0.658558
NP,Vitamin $B_{12}$,180,0.879657,0.658606
NP,Vitamin $B_{12}$,181,0.880409,0.659471
NP,Vitamin $B_{12}$,182,0.880200,0.658910
NP,Vitamin $B_{12}$,183,0.879837,0.658672
NP,Vitamin $B_{12}$,184,0.879565,0.658089
NP,Vitamin $B_{12}$,185,0.879622,0.658446
NP,Vitamin $B_{12}$,186,0.880223,0.658232
NP,Vitamin $B_{12}$,187,0.877396,0.658327
NP,Vitamin $B_{12}$,188,0.880131,0.657381
NP,Vitamin $B_{12}$,189,0.881139,0.658928
NP,Vitamin $B_{12}$,190,0.879900,0.657503
NP,Vitamin $B_{12}$,191,0.880276,0.658227
NP,Vitamin $B_{12}$,192,0.882167,0.658389
NP,Vitamin $B_{12}$,193,0.879725,0.659111
NP,Vitamin $B_{12}$,194,0.880248,0.658578
NP,Vitamin $B_{12}$,195,0.881392,0.659673
NP,Vitamin $B_{12}$,196,0.879335,0.658349
NP,Vitamin $B_{12}$,197,0.880115,0.658691
NP,Vitamin $B_{12}$,198,0.879050,0.658995
NP,Vitamin $B_{12}$,199,0.879870,0.659385
NP,Vitamin $B_{12}$,200,0.879954,0.658885
NP,Vitamin $B_{12}$,201,0.880840,0.659780
NP,Vitamin $B_{12}$,202,0.878530,0.657275
NP,Vitamin $B_{12}$,203,0.880230,0.659199
NP,Vitamin $B_{12}$,204,0.879949,0.659005
NP,Vitamin $B_{12}$,205,0.879847,0.658426
NP,Vitamin $B_{12}$,206,0.880116,0.659702
NP,Vitamin $B_{12}$,207,0.879172,0.657854
NP,Vitamin $B_{12}$,208,0.879605,0.657951
NP,Vitamin $B_{12}$,209,0.880390,0.658922
NP,Vitamin $B_{12}$,210,0.879117,0.657656
NP,Vitamin $B_{12}$,211,0.878849,0.657422
NP,Vitamin $B_{12}$,212,0.880713,0.658265
NP,Vitamin $B_{12}$,213,0.880829,0.658864
NP,Vitamin $B_{12}$,214,0.881521,0.659476
NP,Vitamin $B_{12}$,215,0.879958,0.658942
NP,Vitamin $B_{12}$,216,0.879329,0.658403
NP,Vitamin $B_{12}$,217,0.881902,0.658947
NP,Vitamin $B_{12}$,218,0.879040,0.658120
NP,Vitamin $B_{12}$,219,0.880730,0.659281
NP,Vitamin $B_{12}$,220,0.879339,0.658562
NP,Vitamin $B_{12}$,221,0.879853,0.657942
NP,Vitamin $B_{12}$,222,0.878598,0.658505
NP,Vitamin $B_{12}$,223,0.880545,0.659326
NP,Vitamin $B_{12}$,224,0.880455,0.659201
NP,Vitamin $B_{12}$,225,0.879839,0.659476
NP,Vitamin $B_{12}$,226,0.879167,0.657483
NP,Vitamin $B_{12}$,227,0.880101,0.658553
NP,Vitamin $B_{12}$,228,0.880281,0.658836
NP,Vitamin $B_{12}$,229,0.880595,0.658905
NP,Vitamin $B_{12}$,230,0.880448,0.658662
NP,Vitamin $B_{12}$,231,0.878929,0.658103
NP,Vitamin $B_{12}$,232,0.880212,0.658562
NP,Vitamin $B_{12}$,233,0.880099,0.658834
NP,Vitamin $B_{12}$,234,0.879203,0.657536
NP,Vitamin $B_{12}$,235,0.880543,0.659090
NP,Vitamin $B_{12}$,236,0.879516,0.658845
NP,Vitamin $B_{12}$,237,0.880713,0.659212
NP,Vitamin $B_{12}$,238,0.880066,0.658165
NP,Vitamin $B_{12}$,239,0.879803,0.658834
NP,Vitamin $B_{12}$,240,0.880079,0.658434
NP,Vitamin $B_{12}$,241,0.879652,0.659063
NP,Vitamin $B_{12}$,242,0.883749,0.658066
NP,Vitamin $B_{12}$,243,0.879645,0.659011
NP,Vitamin $B_{12}$,244,0.879869,0.658861
NP,Vitamin $B_{12}$,245,0.879935,0.658778
NP,Vitamin $B_{12}$,246,0.880377,0.658696
NP,Vitamin $B_{12}$,247,0.879325,0.659276
NP,Vitamin $B_{12}$,248,0.878196,0.658453
NP,Vitamin $B_{12}$,249,0.878838,0.658121
NP,Vitamin $B_{12}$,250,0.879980,0.658770
NP,Vitamin $B_{12}$,251,0.880310,0.658783
NP,Vitamin $B_{12}$,252,0.879704,0.658585
NP,Vitamin $B_{12}$,253,0.879406,0.659138
NP,Vitamin $B_{12}$,254,0.879209,0.658092
NP,Vitamin $B_{12}$,255,0.878615,0.657889
NP,Vitamin $B_{12}$,256,0.880419,0.658138
NP,Vitamin $B_{12}$,257,0.878487,0.659008
NP,Vitamin $B_{12}$,258,0.881244,0.658419
NP,Vitamin $B_{12}$,259,0.879932,0.658481
NP,Vitamin $B_{12}$,260,0.879225,0.658453
NP,Vitamin $B_{12}$,261,0.881548,0.659165
NP,Vitamin $B_{12}$,262,0.879780,0.657853
NP,Vitamin $B_{12}$,263,0.880642,0.658973
NP,Vitamin $B_{12}$,264,0.879078,0.659356
NP,Vitamin $B_{12}$,265,0.879347,0.657964
NP,Vitamin $B_{12}$,266,0.880785,0.658704
NP,Vitamin $B_{12}$,267,0.879906,0.658246
NP,Vitamin $B_{12}$,268,0.880120,0.658069
NP,Vitamin $B_{12}$,269,0.879570,0.658159
NP,Vitamin $B_{12}$,270,0.879962,0.658015
NP,Vitamin $B_{12}$,271,0.878117,0.658343
NP,Vitamin $B_{12}$,272,0.881233,0.657831
NP,Vitamin $B_{12}$,273,0.881432,0.658878
NP,Vitamin $B_{12}$,274,0.879179,0.658151
NP,Vitamin $B_{12}$,275,0.880386,0.658081
NP,Vitamin $B_{12}$,276,0.880325,0.659055
NP,Vitamin $B_{12}$,277,0.879753,0.658565
NP,Vitamin $B_{12}$,278,0.881818,0.660183
NP,Vitamin $B_{12}$,279,0.880830,0.658837
NP,Vitamin $B_{12}$,280,0.880703,0.659822
NP,Vitamin $B_{12}$,281,0.880036,0.658909
NP,Vitamin $B_{12}$,282,0.878768,0.658147
NP,Vitamin $B_{12}$,283,0.878410,0.657015
NP,Vitamin $B_{12}$,284,0.879595,0.657828
NP,Vitamin $B_{12}$,285,0.880693,0.660167
NP,Vitamin $B_{12}$,286,0.880325,0.657822
NP,Vitamin $B_{12}$,287,0.880836,0.659133
NP,Vitamin $B_{12}$,288,0.880275,0.659421
NP,Vitamin $B_{12}$,289,0.880666,0.659984
NP,Vitamin $B_{12}$,290,0.879798,0.658481
NP,Vitamin $B_{12}$,291,0.879984,0.659343
NP,Vitamin $B_{12}$,292,0.880150,0.659312
NP,Vitamin $B_{12}$,293,0.880520,0.658738
NP,Vitamin $B_{12}$,294,0.879857,0.658489
NP,Vitamin $B_{12}$,295,0.879253,0.658319
NP,Vitamin $B_{12}$,296,0.880676,0.659425
NP,Vitamin $B_{12}$,297,0.878747,0.658288
NP,Vitamin $B_{12}$,298,0.878251,0.656786
NP,Vitamin $B_{12}$,299,0.880700,0.658703
NP,Vitamin $B_{12}$,300,0.880388,0.659143
NP,Vitamin $B_{12}$,301,0.880397,0.659604
NP,Vitamin $B_{12}$,302,0.880289,0.658593
NP,Vitamin $B_{12}$,303,0.879673,0.658426
NP,Vitamin $B_{12}$,304,0.879272,0.657860
NP,Vitamin $B_{12}$,305,0.881680,0.660328
NP,Vitamin $B_{12}$,306,0.878110,0.658435
NP,Vitamin $B_{12}$,307,0.880094,0.658726
NP,Vitamin $B_{12}$,308,0.880054,0.658813
NP,Vitamin $B_{12}$,309,0.880832,0.659136
NP,Vitamin $B_{12}$,310,0.879611,0.658535
NP,Vitamin $B_{12}$,311,0.879387,0.658328
NP,Vitamin $B_{12}$,312,0.880202,0.658917
NP,Vitamin $B_{12}$,313,0.877562,0.658481
NP,Vitamin $B_{12}$,314,0.881553,0.658940
NP,Vitamin $B_{12}$,315,0.880152,0.658422
NP,Vitamin $B_{12}$,316,0.879205,0.657496
NP,Vitamin $B_{12}$,317,0.880441,0.658509
NP,Vitamin $B_{12}$,318,0.880890,0.658715
NP,Vitamin $B_{12}$,319,0.881320,0.659237
NP,Vitamin $B_{12}$,320,0.879809,0.659357
NP,Vitamin $B_{12}$,321,0.879754,0.658688
NP,Vitamin $B_{12}$,322,0.880384,0.658839
NP,Vitamin $B_{12}$,323,0.880018,0.658686
NP,Vitamin $B_{12}$,324,0.879790,0.658383
NP,Vitamin $B_{12}$,325,0.879455,0.658193
NP,Vitamin $B_{12}$,326,0.880275,0.658097
NP,Vitamin $B_{12}$,327,0.877472,0.657627
NP,Vitamin $B_{12}$,328,0.880595,0.658129
NP,Vitamin $B_{12}$,329,0.881996,0.658826
NP,Vitamin $B_{12}$,330,0.879834,0.658589
NP,Vitamin $B_{12}$,331,0.879861,0.658684
NP,Vitamin $B_{12}$,332,0.880431,0.659207
NP,Vitamin $B_{12}$,333,0.880117,0.658500
NP,Vitamin $B_{12}$,334,0.877721,0.658174
NP,Vitamin $B_{12}$,335,0.880793,0.658986
NP,Vitamin $B_{12}$,336,0.881946,0.658971
NP,Vitamin $B_{12}$,337,0.880323,0.659423
NP,Vitamin $B_{12}$,338,0.879777,0.658027
NP,Vitamin $B_{12}$,339,0.879883,0.658070
NP,Vitamin $B_{12}$,340,0.879672,0.657787
NP,Vitamin $B_{12}$,341,0.880033,0.658499
NP,Vitamin $B_{12}$,342,0.879838,0.659189
NP,Vitamin $B_{12}$,343,0.886664,0.665059
NP,Vitamin $B_{12}$,344,0.880894,0.658763
NP,Vitamin $B_{12}$,345,0.880043,0.658870
NP,Vitamin $B_{12}$,346,0.879346,0.657598
NP,Vitamin $B_{12}$,347,0.880414,0.658640
NP,Vitamin $B_{12}$,348,0.879773,0.657694
NP,Vitamin $B_{12}$,349,0.881621,0.658986
NP,Vitamin $B_{12}$,350,0.884401,0.658908
NP,Vitamin $B_{12}$,351,0.878237,0.658442
NP,Vitamin $B_{12}$,352,0.882010,0.658067
NP,Vitamin $B_{12}$,353,0.883488,0.658234
NP,Vitamin $B_{12}$,354,0.880917,0.659079
NP,Vitamin $B_{12}$,355,0.879676,0.658609
NP,Vitamin $B_{12}$,356,0.880780,0.658576
NP,Vitamin $B_{12}$,357,0.881765,0.659560
NP,Vitamin $B_{12}$,358,0.877210,0.658047
NP,Vitamin $B_{12}$,359,0.880030,0.657887
NP,Vitamin $B_{12}$,360,0.881618,0.659611
NP,Vitamin $B_{12}$,361,0.879168,0.658511
NP,Vitamin $B_{12}$,362,0.881058,0.658846
NP,Vitamin $B_{12}$,363,0.879770,0.658309
NP,Vitamin $B_{12}$,364,0.880108,0.657804
NP,Vitamin $B_{12}$,365,0.878944,0.658740
NP,Vitamin $B_{12}$,366,0.880562,0.658169
NP,Vitamin $B_{12}$,367,0.880483,0.658896
NP,Vitamin $B_{12}$,368,0.880270,0.659320
NP,Vitamin $B_{12}$,369,0.880199,0.658979
NP,Vitamin $B_{12}$,370,0.880116,0.659053
NP,Vitamin $B_{12}$,371,0.879880,0.658412
NP,Vitamin $B_{12}$,372,0.880002,0.658619
NP,Vitamin $B_{12}$,373,0.880203,0.658759
NP,Vitamin $B_{12}$,374,0.879759,0.657521
NP,Vitamin $B_{12}$,375,0.880218,0.658381
NP,Vitamin $B_{12}$,376,0.882049,0.661428
NP,Vitamin $B_{12}$,377,0.879234,0.659741
NP,Vitamin $B_{12}$,378,0.880099,0.659223
NP,Vitamin $B_{12}$,379,0.879366,0.658459
NP,Vitamin $B_{12}$,380,0.880623,0.658672
NP,Vitamin $B_{12}$,381,0.879941,0.659420
NP,Vitamin $B_{12}$,382,0.891755,0.658359
NP,Vitamin $B_{12}$,383,0.881704,0.657942
NP,Vitamin $B_{12}$,384,0.881707,0.658851
NP,Vitamin $B_{12}$,385,0.881502,0.659631
NP,Vitamin $B_{12}$,386,0.880786,0.658883
NP,Vitamin $B_{12}$,387,0.880908,0.659250
NP,Vitamin $B_{12}$,388,0.880368,0.657982
NP,Vitamin $B_{12}$,389,0.877729,0.658276
NP,Vitamin $B_{12}$,390,0.881630,0.659760
NP,Vitamin $B_{12}$,391,0.880443,0.659161
NP,Vitamin $B_{12}$,392,0.879631,0.659376
NP,Vitamin $B_{12}$,393,0.880427,0.659536
NP,Vitamin $B_{12}$,394,0.880443,0.659172
NP,Vitamin $B_{12}$,395,0.880715,0.658465
NP,Vitamin $B_{12}$,396,0.878998,0.658111
NP,Vitamin $B_{12}$,397,0.879928,0.658897
NP,Vitamin $B_{12}$,398,0.881762,0.658678
NP,Vitamin $B_{12}$,399,0.877911,0.658736
NP,Vitamin $B_{12}$,400,0.879143,0.657429
NP,Vitamin $B_{12}$,401,0.880782,0.659141
NP,Vitamin $B_{12}$,402,0.879363,0.657705
NP,Vitamin $B_{12}$,403,0.878005,0.658314
NP,Vitamin $B_{12}$,404,0.881609,0.658760
NP,Vitamin $B_{12}$,405,0.880182,0.658509
NP,Vitamin $B_{12}$,406,0.879735,0.657959
NP,Vitamin $B_{12}$,407,0.880782,0.659332
NP,Vitamin $B_{12}$,408,0.880611,0.659830
NP,Vitamin $B_{12}$,409,0.878554,0.657703
NP,Vitamin $B_{12}$,410,0.878327,0.658822
NP,Vitamin $B_{12}$,411,0.880980,0.658801
NP,Vitamin $B_{12}$,412,0.880115,0.658457
NP,Vitamin $B_{12}$,413,0.880304,0.659088
NP,Vitamin $B_{12}$,414,0.880491,0.658212
NP,Vitamin $B_{12}$,415,0.879933,0.657446
NP,Vitamin $B_{12}$,416,0.880501,0.658624
NP,Vitamin $B_{12}$,417,0.877930,0.657756
NP,Vitamin $B_{12}$,418,0.882081,0.659612
NP,Vitamin $B_{12}$,419,0.880897,0.658955
NP,Vitamin $B_{12}$,420,0.879056,0.658103
NP,Vitamin $B_{12}$,421,0.880046,0.658525
NP,Vitamin $B_{12}$,422,0.880272,0.658710
NP,Vitamin $B_{12}$,423,0.880356,0.658517
NP,Vitamin $B_{12}$,424,0.880092,0.658264
NP,Vitamin $B_{12}$,425,0.879654,0.658097
NP,Vitamin $B_{12}$,426,0.880096,0.658050
NP,Vitamin $B_{12}$,427,0.880558,0.658624
NP,Vitamin $B_{12}$,428,0.879550,0.658967
NP,Vitamin $B_{12}$,429,0.879871,0.658836
NP,Vitamin $B_{12}$,430,0.880142,0.659193
NP,Vitamin $B_{12}$,431,0.880544,0.659352
NP,Vitamin $B_{12}$,432,0.879774,0.658151
NP,Vitamin $B_{12}$,433,0.880260,0.659382
NP,Vitamin $B_{12}$,434,0.879375,0.658200
NP,Vitamin $B_{12}$,435,0.880106,0.658609
NP,Vitamin $B_{12}$,436,0.879268,0.658127
NP,Vitamin $B_{12}$,437,0.880700,0.659972
NP,Vitamin $B_{12}$,438,0.880812,0.659641
NP,Vitamin $B_{12}$,439,0.880023,0.659131
NP,Vitamin $B_{12}$,440,0.879441,0.658021
NP,Vitamin $B_{12}$,441,0.879656,0.658460
NP,Vitamin $B_{12}$,442,0.880259,0.659162
NP,Vitamin $B_{12}$,443,0.879527,0.658870
NP,Vitamin $B_{12}$,444,0.880425,0.658890
NP,Vitamin $B_{12}$,445,0.880109,0.659193
NP,Vitamin $B_{12}$,446,0.881399,0.659443
NP,Vitamin $B_{12}$,447,0.879550,0.658858
NP,Vitamin $B_{12}$,448,0.879080,0.658595
NP,Vitamin $B_{12}$,449,0.879802,0.658996
NP,Vitamin $B_{12}$,450,0.880063,0.658970
NP,Vitamin $B_{12}$,451,0.880273,0.659562
NP,Vitamin $B_{12}$,452,0.879651,0.659305
NP,Vitamin $B_{12}$,453,0.880666,0.659649
NP,Vitamin $B_{12}$,454,0.880096,0.658998
NP,Vitamin $B_{12}$,455,0.880090,0.659434
NP,Vitamin $B_{12}$,456,0.879497,0.658695
NP,Vitamin $B_{12}$,457,0.879583,0.659064
NP,Vitamin $B_{12}$,458,0.879875,0.658088
NP,Vitamin $B_{12}$,459,0.880271,0.659569
NP,Vitamin $B_{12}$,460,0.880108,0.658387
NP,Vitamin $B_{12}$,461,0.879729,0.658688
NP,Vitamin $B_{12}$,462,0.879011,0.659036
NP,Vitamin $B_{12}$,463,0.880205,0.658663
NP,Vitamin $B_{12}$,464,0.880383,0.658422
NP,Vitamin $B_{12}$,465,0.880217,0.658900
NP,Vitamin $B_{12}$,466,0.879457,0.658438
NP,Vitamin $B_{12}$,467,0.881262,0.658079
NP,Vitamin $B_{12}$,468,0.880713,0.659446
NP,Vitamin $B_{12}$,469,0.879192,0.658698
NP,Vitamin $B_{12}$,470,0.880522,0.658987
NP,Vitamin $B_{12}$,471,0.879897,0.658817
NP,Vitamin $B_{12}$,472,0.879210,0.658060
NP,Vitamin $B_{12}$,473,0.881624,0.659847
NP,Vitamin $B_{12}$,474,0.879165,0.658578
NP,Vitamin $B_{12}$,475,0.879941,0.659029
NP,Vitamin $B_{12}$,476,0.879845,0.659115
NP,Vitamin $B_{12}$,477,0.878896,0.657838
NP,Vitamin $B_{12}$,478,0.879214,0.658256
NP,Vitamin $B_{12}$,479,0.881236,0.658891
NP,Vitamin $B_{12}$,480,0.878129,0.658214
NP,Vitamin $B_{12}$,481,0.880671,0.659258
NP,Vitamin $B_{12}$,482,0.880800,0.659095
NP,Vitamin $B_{12}$,483,0.878745,0.658059
NP,Vitamin $B_{12}$,484,0.879824,0.658352
NP,Vitamin $B_{12}$,485,0.880727,0.658626
NP,Vitamin $B_{12}$,486,0.880680,0.658323
NP,Vitamin $B_{12}$,487,0.877831,0.658482
NP,Vitamin $B_{12}$,488,0.881759,0.659294
NP,Vitamin $B_{12}$,489,0.880942,0.658875
NP,Vitamin $B_{12}$,490,0.879907,0.658693
NP,Vitamin $B_{12}$,491,0.880281,0.658927
NP,Vitamin $B_{12}$,492,0.879022,0.658184
NP,Vitamin $B_{12}$,493,0.879660,0.658741
NP,Vitamin $B_{12}$,494,0.880595,0.658692
NP,Vitamin $B_{12}$,495,0.880718,0.659374
NP,Vitamin $B_{12}$,496,0.879917,0.658834
NP,Vitamin $B_{12}$,497,0.879364,0.658921
NP,Vitamin $B_{12}$,498,0.880408,0.658554
NP,Vitamin $B_{12}$,499,0.879969,0.659418
NP,Vitamin $B_{12}$,500,0.879460,0.658047
NP,Vitamin $B_{12}$,501,0.880846,0.659289
NP,Vitamin $B_{12}$,502,0.879389,0.658008
NP,Vitamin $B_{12}$,503,0.879694,0.658405
NP,Vitamin $B_{12}$,504,0.878648,0.658118
NP,Vitamin $B_{12}$,505,0.879600,0.658211
NP,Vitamin $B_{12}$,506,0.881193,0.658835
NP,Vitamin $B_{12}$,507,0.879550,0.658090
NP,Vitamin $B_{12}$,508,0.877618,0.657833
NP,Vitamin $B_{12}$,509,0.882442,0.660733
NP,Vitamin $B_{12}$,510,0.879936,0.657823
NP,Vitamin $B_{12}$,511,0.881108,0.659565
NP,Vitamin $B_{12}$,512,0.880637,0.659160
NP,Vitamin $B_{12}$,513,0.880038,0.659943
NP,Vitamin $B_{12}$,514,0.879153,0.658118
NP,Vitamin $B_{12}$,515,0.880111,0.659272
NP,Vitamin $B_{12}$,516,0.880200,0.658115
NP,Vitamin $B_{12}$,517,0.879706,0.658879
NP,Vitamin $B_{12}$,518,0.879533,0.658803
NP,Vitamin $B_{12}$,519,0.880469,0.658734
NP,Vitamin $B_{12}$,520,0.880399,0.659490
NP,Vitamin $B_{12}$,521,0.878844,0.657396
NP,Vitamin $B_{12}$,522,0.880732,0.659402
NP,Vitamin $B_{12}$,523,0.880306,0.658895
NP,Vitamin $B_{12}$,524,0.880491,0.659228
NP,Vitamin $B_{12}$,525,0.880170,0.659022
NP,Vitamin $B_{12}$,526,0.879860,0.659887
NP,Vitamin $B_{12}$,527,0.879875,0.659301
NP,Vitamin $B_{12}$,528,0.879655,0.658494
NP,Vitamin $B_{12}$,529,0.879666,0.658775
NP,Vitamin $B_{12}$,530,0.879954,0.658470
NP,Vitamin $B_{12}$,531,0.880656,0.658910
NP,Vitamin $B_{12}$,532,0.881570,0.659617
NP,Vitamin $B_{12}$,533,0.879953,0.659598
NP,Vitamin $B_{12}$,534,0.880472,0.660329
NP,Vitamin $B_{12}$,535,0.879075,0.658612
NP,Vitamin $B_{12}$,536,0.879941,0.659065
NP,Vitamin $B_{12}$,537,0.879904,0.659228
NP,Vitamin $B_{12}$,538,0.878758,0.657752
NP,Vitamin $B_{12}$,539,0.879906,0.659146
NP,Vitamin $B_{12}$,540,0.879181,0.658834
NP,Vitamin $B_{12}$,541,0.880419,0.659681
NP,Vitamin $B_{12}$,542,0.885898,0.659207
NP,Vitamin $B_{12}$,543,0.881691,0.659102
NP,Vitamin $B_{12}$,544,0.882494,0.659565
NP,Vitamin $B_{12}$,545,0.885190,0.659481
NP,Vitamin $B_{12}$,546,0.879621,0.659025
NP,Vitamin $B_{12}$,547,0.880748,0.658079
NP,Vitamin $B_{12}$,548,0.882563,0.658962
NP,Vitamin $B_{12}$,549,0.880877,0.659650
NP,Vitamin $B_{12}$,550,0.880080,0.657960
NP,Vitamin $B_{12}$,551,0.879902,0.659172
NP,Vitamin $B_{12}$,552,0.880832,0.659110
NP,Vitamin $B_{12}$,553,0.879189,0.659603
NP,Vitamin $B_{12}$,554,0.879769,0.657681
NP,Vitamin $B_{12}$,555,0.880735,0.658606
NP,Vitamin $B_{12}$,556,0.880021,0.658013
NP,Vitamin $B_{12}$,557,0.880172,0.658747
NP,Vitamin $B_{12}$,558,0.879821,0.659391
NP,Vitamin $B_{12}$,559,0.886922,0.658917
NP,Vitamin $B_{12}$,560,0.880765,0.658249
NP,Vitamin $B_{12}$,561,0.880790,0.658301
NP,Vitamin $B_{12}$,562,0.885791,0.659431
NP,Vitamin $B_{12}$,563,0.881159,0.658947
NP,Vitamin $B_{12}$,564,0.880839,0.657084
NP,Vitamin $B_{12}$,565,0.884807,0.659284
NP,Vitamin $B_{12}$,566,0.879476,0.658396
NP,Vitamin $B_{12}$,567,0.879982,0.658025
NP,Vitamin $B_{12}$,568,0.879182,0.658518
NP,Vitamin $B_{12}$,569,0.880934,0.659319
NP,Vitamin $B_{12}$,570,0.879661,0.658254
NP,Vitamin $B_{12}$,571,0.879839,0.658250
NP,Vitamin $B_{12}$,572,0.880628,0.659424
NP,Vitamin $B_{12}$,573,0.880860,0.659316
NP,Vitamin $B_{12}$,574,0.879045,0.658817
NP,Vitamin $B_{12}$,575,0.879896,0.659904
NP,Vitamin $B_{12}$,576,0.880860,0.660190
NP,Vitamin $B_{12}$,577,0.888015,0.665523
NP,Vitamin $B_{12}$,578,0.882144,0.657731
NP,Vitamin $B_{12}$,579,0.884626,0.660304
NP,Vitamin $B_{12}$,580,0.879565,0.659072
NP,Vitamin $B_{12}$,581,0.882376,0.659952
NP,Vitamin $B_{12}$,582,0.880525,0.658485
NP,Vitamin $B_{12}$,583,0.879754,0.657750
NP,Vitamin $B_{12}$,584,0.880767,0.658000
NP,Vitamin $B_{12}$,585,0.881164,0.660989
NP,Vitamin $B_{12}$,586,0.878643,0.658362
NP,Vitamin $B_{12}$,587,0.880794,0.659759
NP,Vitamin $B_{12}$,588,0.880623,0.659155
NP,Vitamin $B_{12}$,589,0.879383,0.658837
NP,Vitamin $B_{12}$,590,0.879812,0.658406
NP,Vitamin $B_{12}$,591,0.879606,0.659034
NP,Vitamin $B_{12}$,592,0.880051,0.659012
NP,Vitamin $B_{12}$,593,0.880546,0.659040
NP,Vitamin $B_{12}$,594,0.880107,0.658069
NP,Vitamin $B_{12}$,595,0.879502,0.658569
NP,Vitamin $B_{12}$,596,0.880587,0.659021
NP,Vitamin $B_{12}$,597,0.880019,0.658812
NP,Vitamin $B_{12}$,598,0.879407,0.658384
NP,Vitamin $B_{12}$,599,0.880128,0.658729
NP,Vitamin $B_{12}$,600,0.880009,0.658335
NP,Vitamin $B_{12}$,601,0.879340,0.658762
NP,Vitamin $B_{12}$,602,0.880567,0.658293
NP,Vitamin $B_{12}$,603,0.880061,0.658589
NP,Vitamin $B_{12}$,604,0.879998,0.658650
NP,Vitamin $B_{12}$,605,0.879913,0.658278
NP,Vitamin $B_{12}$,606,0.879743,0.658789
NP,Vitamin $B_{12}$,607,0.879715,0.659198
NP,Vitamin $B_{12}$,608,0.878349,0.658403
NP,Vitamin $B_{12}$,609,0.880634,0.658095
NP,Vitamin $B_{12}$,610,0.882395,0.661728
NP,Vitamin $B_{12}$,611,0.880232,0.658986
NP,Vitamin $B_{12}$,612,0.880550,0.659600
NP,Vitamin $B_{12}$,613,0.879194,0.658982
NP,Vitamin $B_{12}$,614,0.879414,0.657933
NP,Vitamin $B_{12}$,615,0.880683,0.659624
NP,Vitamin $B_{12}$,616,0.880157,0.659092
NP,Vitamin $B_{12}$,617,0.880417,0.659334
NP,Vitamin $B_{12}$,618,0.879117,0.658438
NP,Vitamin $B_{12}$,619,0.879491,0.658707
NP,Vitamin $B_{12}$,620,0.879557,0.658306
NP,Vitamin $B_{12}$,621,0.881637,0.660332
NP,Vitamin $B_{12}$,622,0.880169,0.658855
NP,Vitamin $B_{12}$,623,0.880380,0.658992
NP,Vitamin $B_{12}$,624,0.879899,0.658957
NP,Vitamin $B_{12}$,625,0.879779,0.659049
NP,Vitamin $B_{12}$,626,0.886085,0.658561
NP,Vitamin $B_{12}$,627,0.881867,0.659134
NP,Vitamin $B_{12}$,628,0.882121,0.658670
NP,Vitamin $B_{12}$,629,0.884221,0.659202
NP,Vitamin $B_{12}$,630,0.881635,0.658932
NP,Vitamin $B_{12}$,631,0.880270,0.658344
NP,Vitamin $B_{12}$,632,0.888165,0.658547
NP,Vitamin $B_{12}$,633,0.882237,0.660042
NP,Vitamin $B_{12}$,634,0.881364,0.657701
NP,Vitamin $B_{12}$,635,0.877770,0.657912
NP,Vitamin $B_{12}$,636,0.881230,0.659278
NP,Vitamin $B_{12}$,637,0.883193,0.659605
NP,Vitamin $B_{12}$,638,0.883674,0.658064
NP,Vitamin $B_{12}$,639,0.881222,0.658126
NP,Vitamin $B_{12}$,640,0.882189,0.658816
NP,Vitamin $B_{12}$,641,0.881453,0.658774
NP,Vitamin $B_{12}$,642,0.877877,0.658066
NP,Vitamin $B_{12}$,643,0.881172,0.658890
NP,Vitamin $B_{12}$,644,0.880273,0.658323
NP,Vitamin $B_{12}$,645,0.880192,0.659452
NP,Vitamin $B_{12}$,646,0.880530,0.658415
NP,Vitamin $B_{12}$,647,0.880095,0.659057
NP,Vitamin $B_{12}$,648,0.880116,0.658434
NP,Vitamin $B_{12}$,649,0.879870,0.658770
NP,Vitamin $B_{12}$,650,0.879648,0.658693
NP,Vitamin $B_{12}$,651,0.880378,0.659073
NP,Vitamin $B_{12}$,652,0.881469,0.660438
NP,Vitamin $B_{12}$,653,0.879971,0.658659
NP,Vitamin $B_{12}$,654,0.881352,0.659506
NP,Vitamin $B_{12}$,655,0.880417,0.659441
NP,Vitamin $B_{12}$,656,0.881443,0.659588
NP,Vitamin $B_{12}$,657,0.881781,0.659568
NP,Vitamin $B_{12}$,658,0.881727,0.658381
NP,Vitamin $B_{12}$,659,0.881087,0.658035
NP,Vitamin $B_{12}$,660,0.881118,0.658229
NP,Vitamin $B_{12}$,661,0.883192,0.658509
NP,Vitamin $B_{12}$,662,0.882112,0.658103
NP,Vitamin $B_{12}$,663,0.883134,0.659839
NP,Vitamin $B_{12}$,664,0.879566,0.658087
NP,Vitamin $B_{12}$,665,0.880229,0.657943
